GEOID,MedianIncome,Pickup,,,,,,,,Row Labels, TotalPopulation,Population_Denisty, Employment_Density,Percent_Zero_Car_Ownership, LandUse_Diversity,Distancefromthepopulation-weightedcentroidto nearesttransit station
17031600400,0,38,,,,,,,,17031540101,4055,35.43756016,0.788741898,2.036595388,0.328174161,1341.11
17031600600,37909,9,,,,,,,,17031540102,3207,25.14770476,1.365186706,1.587468645,2.862592123,1050.1
17031600700,44911,16,,,,,,,,17031550100,6479,60.67684597,8.151339474,0.881778329,6.381436396,2124.34
17031600900,60750,68,,,,,,,,17031550200,2726,13.08159517,0.282209543,0.257501531,0.622780159,910.62
17031610300,42466,182,,,,,,,,17031560100,1539,8.975817091,5.056551929,0.087719298,2.535087719,386.24
17031610400,42721,2,,,,,,,,17031560200,1654,24.92917837,2.021795177,0.655461389,0.919539042,1457.79
17031611000,29750,2,,,,,,,,17031560300,3145,43.12609522,3.905074626,0.212457221,0.615853039,882.46
17031611100,31250,5,,,,,,,,17031560400,1585,18.88628938,2.895500518,0.092307692,0.534065934,227.99
17031611200,27773,9,,,,,,,,17031560700,3726,46.27520401,8.154317095,0.30306457,1.094609875,556.57
17031611300,37917,14,,,,,,,,17031560800,5886,91.59590791,13.84699552,0.256208066,2.122426705,1534.24
17031611400,43299,14,,,,,,,,17031560900,5341,96.23194335,11.05849146,0.315539989,1.902714682,2690.3
17031611500,35884,30,,,,,,,,17031561000,6064,115.2260878,12.45043229,0.420946149,1.961098062,2384.51
17031611600,37583,12,,,,,,,,17031561100,5502,110.9903192,5.904157721,0.426028629,1.2234759,2128.37
17031611700,29083,8,,,,,,,,17031570100,1302,3.462873521,10.03488617,0.079518072,9.091566265,236.04
17031611800,58092,1,,,,,,,,17031570200,2074,4.763159465,9.774352306,0.142622951,6.97704918,270.91
17031611900,25658,6,,,,,,,,17031570300,5691,109.1184126,26.03590801,0.699313107,3.915094442,1461.82
17031612000,57798,7,,,,,,,,17031570400,1725,44.25457146,9.579794865,0.360075914,2.528295376,333.94
17031612100,38958,1,,,,,,,,17031570500,2290,43.539209,4.939819839,0.335803264,0.805600955,485.48
17031620100,64438,20,,,,,,,,17031580100,2758,30.98948337,7.192608157,0.275454411,1.387862666,506.95
17031620200,75833,14,,,,,,,,17031580200,3784,55.1714661,7.00630076,0.199054486,2.481294793,296.38
17031620300,63587,25,,,,,,,,17031580300,2555,21.95223842,6.461089352,0.142653352,1.07275321,75.1
17031620400,78656,9,,,,,,,,17031580400,4712,104.3692127,12.97014859,0.788630305,1.544580813,1060.83
17031630300,52286,74,,,,,,,,17031580501,4981,163.2935789,7.349170735,0.633763855,0.692742353,740.3
17031630400,36221,44,,,,,,,,17031580502,5581,136.2390223,31.05911813,0.697486864,3.243134518,865.02
17031630500,48859,37,,,,,,,,17031580600,5174,180.1588769,8.941372633,0.661379927,0.716745841,981.69
17031630800,53273,54,,,,,,,,17031580700,6238,126.888109,2.448237441,0.410871392,0.350830528,1280.76
17031630900,46113,15,,,,,,,,17031580800,2213,48.8607827,2.649477598,0.093309859,0.211267606,348.69
17031640100,55750,1,,,,,,,,17031590500,1842,24.18707402,5.449313636,0.150554675,0.657686212,226.65
17031640300,72284,15,,,,,,,,17031590600,3678,128.5631199,1.535147568,0.630120173,0.110009219,1031.33
17031640400,69857,14,,,,,,,,17031590700,3393,53.80513577,6.120958208,0.278242601,1.552849836,447.93
17031640500,92975,9,,,,,,,,17031600400,4413,165.0263789,18.75593014,0.661231017,1.052716569,667.87
17031640600,54252,9,,,,,,,,17031600600,3125,68.41761492,4.846336296,0.426173403,0.474906097,523.04
17031640700,62333,3,,,,,,,,17031600700,2579,49.5947042,2.144693886,0.533613445,0.208123249,418.43
17031650100,42123,17,,,,,,,,17031600900,3466,144.5267754,10.16792272,0.696144557,0.739682403,899.9
17031650200,60868,51,,,,,,,,17031610300,5941,57.9626461,8.814899295,0.779979953,4.603309565,1460.47
17031650301,64750,31,,,,,,,,17031610400,1981,49.12977796,3.075261215,0.152658662,0.212692967,257.5
17031650302,49680,12,,,,,,,,17031610800,1509,18.39619998,0.585167395,0.183333333,0.088888889,683.97
17031650400,57022,27,,,,,,,,17031611000,891,6.351959736,2.545061309,0.515358362,1.218430034,308.46
17031650500,74718,88,,,,,,,,17031611100,2326,86.02917389,1.212736409,0.872737106,0.129020523,763.09
17031660301,31146,1,,,,,,,,17031611200,2496,65.44126386,4.408775557,0.582311662,0.527285862,748.35
17031660302,36713,29,,,,,,,,17031611300,2521,92.80918529,13.17533083,0.900473168,1.177096002,974.99
17031660400,60069,25,,,,,,,,17031611400,3060,123.1160341,4.305711494,0.68381311,0.337758879,717.5
17031660500,45139,16,,,,,,,,17031611500,3362,77.6943063,3.211481051,0.505898926,0.488507711,531.09
17031660600,31205,160,,,,,,,,17031611600,1608,40.71143744,1.417052102,0.471531732,0.16225177,457.32
17031660700,27000,31,,,,,,,,17031611700,1706,62.11153562,12.8448773,0.763130219,1.959039621,661.17
17031660800,37854,108,,,,,,,,17031611800,2390,57.15571631,0.574732772,0.481770187,0.063116371,661.17
17031660900,36991,134,,,,,,,,17031611900,1729,31.33165761,0.664036775,1.07972405,0.115222953,749.69
17031661000,43235,102,,,,,,,,17031612000,1373,32.76174625,0.15893799,0.753677672,0.029911735,417.08
17031661100,64419,41,,,,,,,,17031612100,1042,13.08206561,0.150657185,0.471751412,0.033898305,211.9
17031670100,36587,6,,,,,,,,17031620100,4819,74.30514606,7.280485758,0.161814535,1.493241635,1432.31
17031670200,35833,9,,,,,,,,17031620200,2230,36.76740187,7.41333469,0.280172414,2.226097179,564.61
17031670300,33750,6,,,,,,,,17031620300,7784,207.4054991,11.48477235,0.508917206,1.678443526,1874.89
17031670400,39000,2,,,,,,,,17031620400,4503,112.0782211,3.085836033,0.383377992,0.441844475,850.27
17031670700,34063,7,,,,,,,,17031630100,950,7.888977015,0.921764683,0.250847458,0.376271186,77.78
17031670800,27917,9,,,,,,,,17031630200,2045,13.04974009,7.300196902,0.205342237,1.90984975,163.62
17031670900,34271,2,,,,,,,,17031630300,5474,51.13786586,10.80938341,0.421921769,2.515734407,869.05
17031671100,36042,1,,,,,,,,17031630400,6829,167.9421802,5.779516417,0.648880423,0.527302235,869.05
17031671200,35208,5,,,,,,,,17031630500,6098,154.6705213,4.428144968,0.560263352,0.476499755,979.01
17031671300,32614,11,,,,,,,,17031630800,7111,175.5273533,8.17081518,0.541417622,0.764347119,1064.86
17031671400,42321,2,,,,,,,,17031630900,5290,110.1663617,5.926514801,0.49697346,0.634956585,1079.6
17031671500,32163,100,,,,,,,,17031640100,1472,19.50226182,1.669351215,0.24691358,0.259259259,276.27
17031671600,30242,9,,,,,,,,17031640300,7157,152.1228232,9.007056308,0.430660223,1.064742879,1445.72
17031671800,38698,4,,,,,,,,17031640400,3701,28.63890586,8.888857123,0.126934754,3.127715832,708.11
17031672000,37354,70,,,,,,,,17031640500,3970,48.70273132,0.662053509,0.119644349,0.067924758,423.8
17031680500,23864,4,,,,,,,,17031640600,4022,74.49622168,5.655101856,0.612656403,0.633915701,576.69
17031680600,21250,8,,,,,,,,17031640700,3608,90.18746285,9.355687236,0.361283561,1.358397667,961.58
17031680900,23808,297,,,,,,,,17031640800,1805,44.69341778,15.02200408,0.263996322,2.259831233,610.21
17031681000,24604,42,,,,,,,,17031650100,4415,105.8874804,6.482990777,0.312063492,1.020298363,924.03
17031681100,30330,72,,,,,,,,17031650200,7211,183.0850054,23.80865869,0.577539645,2.808275021,1704.57
17031681200,24275,75,,,,,,,,17031650301,5276,91.00860129,8.985178776,0.383164289,1.457819013,1480.6
17031681300,30156,49,,,,,,,,17031650302,4195,50.86545537,3.432252276,0.073496659,0.573113586,773.83
17031681400,40156,27,,,,,,,,17031650400,6530,121.1013828,4.988701073,0.410336928,0.679861251,1319.66
17031690300,19167,78,,,,,,,,17031650500,4549,57.96282723,10.82443066,0.326335165,6.539889459,1425.62
17031690400,29207,159,,,,,,,,17031660301,1507,37.23697016,2.273258961,0.426168224,0.171962617,168.98
17031690500,33833,12,,,,,,,,17031660302,5020,165.2172785,6.289230703,0.94008688,0.489649183,1021.93
17031690900,61125,184,,,,,,,,17031660400,6034,151.1315766,3.541776544,0.610136954,0.404606715,1042.04
17031691000,71016,112,,,,,,,,17031660500,4720,115.9170456,4.985750427,0.925386159,0.486047935,1394.77
17031691100,25729,125,,,,,,,,17031660600,5845,178.0476832,8.388144538,1.760720314,0.699593052,1088.99
17031691200,31250,156,,,,,,,,17031660700,1666,28.24296581,7.259800957,0.756822499,1.485613677,486.83
17031691300,46250,54,,,,,,,,17031660800,4887,151.9644655,2.101949954,1.552265529,0.203109669,1043.39
17031691400,38056,171,,,,,,,,17031660900,4694,91.5627372,14.20053511,0.902203359,2.826520579,1080.94
17031691500,31081,43,,,,,,,,17031661000,5157,92.35941119,12.40345975,1.509990793,2.186239888,1496.69
17031700100,73523,48,,,,,,,,17031661100,6851,138.1200841,2.000629965,0.654531476,0.29821218,1410.86
17031700200,74915,51,,,,,,,,17031670100,944,23.46138029,0.767582847,0.582565284,0.18452381,532.42
17031700301,75737,17,,,,,,,,17031670200,884,10.95570833,0.532913414,0.478787879,0.13030303,261.52
17031700302,80195,10,,,,,,,,17031670300,1126,28.84544719,7.744281427,0.749462366,1.285084092,455.98
17031700401,79722,36,,,,,,,,17031670400,1656,20.53115944,0.074388259,0.349236641,0.011450382,307.12
17031700402,65871,23,,,,,,,,17031670500,1047,7.689476749,0.190951667,0.262857143,0.074285714,313.82
17031700501,73688,132,,,,,,,,17031670600,1050,25.98864364,0.04939756,0.929301075,0.012903226,419.77
17031700502,121182,32,,,,,,,,17031670700,1072,26.57792416,4.540606424,0.486785411,0.912196777,480.12
17031710100,22303,12,,,,,,,,17031670800,1263,29.44184052,1.724769889,0.866212169,0.209134615,600.82
17031710200,33995,167,,,,,,,,17031670900,1457,36.40473818,0.442654013,0.531313131,0.071788056,571.31
17031710300,36985,41,,,,,,,,17031671100,1044,17.23129414,1.634002031,0.140468227,0.331103679,268.22
17031710400,63042,171,,,,,,,,17031671200,939,30.95374056,3.281388239,1.180371726,0.760067587,627.64
17031710500,31804,106,,,,,,,,17031671300,1905,48.25276809,0.516973846,1.096622542,0.086317844,847.58
17031710600,38269,15,,,,,,,,17031671400,1394,22.7408023,0.275162881,0.857887345,0.077284151,622.28
17031710700,40882,74,,,,,,,,17031671500,2343,39.20059656,4.722584245,1.136801407,1.2091124,665.19
17031710800,33325,208,,,,,,,,17031671600,2016,61.37220267,1.012065113,1.432625215,0.19306017,873.07
17031710900,37153,14,,,,,,,,17031671800,1256,15.67678494,0.124815167,0.421750663,0.026525199,376.85
17031711000,38664,60,,,,,,,,17031671900,1162,14.60137978,1.017824236,0.252459016,0.26557377,341.99
17031711100,49750,29,,,,,,,,17031672000,4064,85.55783127,1.714775735,0.945456063,0.82327127,1141.29
17031711200,70224,73,,,,,,,,17031680500,1333,31.47245452,0.054046692,0.677303319,0.009677419,488.17
17031711300,67273,18,,,,,,,,17031680600,1308,31.01143485,0.344461925,0.622619048,0.088095239,586.07
17031711400,46083,31,,,,,,,,17031680900,3430,54.28707079,16.20818508,2.677588772,2.699355972,1888.3
17031711500,44583,29,,,,,,,,17031681000,2641,62.59192637,3.294876865,2.182821369,0.535996607,993.76
17031720100,172935,14,,,,,,,,17031681100,2910,93.39285869,4.016604703,1.921751794,0.865841184,1131.91
17031720200,93318,22,,,,,,,,17031681200,2511,54.55035356,1.169110469,2.045507394,0.468471664,987.07
17031720300,123715,19,,,,,,,,17031681300,2279,52.67110935,0.32339717,1.151204319,0.055334922,997.79
17031720500,156992,1,,,,,,,,17031681400,2433,57.18681418,2.127192357,1.394406442,0.441535816,873.06
17031720700,107292,12,,,,,,,,17031690300,2454,35.00202165,14.61039196,0.945806681,2.902837005,331.26
17031730100,69643,15,,,,,,,,17031690400,3031,75.34860519,4.427187098,1.628106244,0.490609626,961.59
17031730201,52344,156,,,,,,,,17031690500,624,7.814350752,0.776425876,0.560747664,0.193146417,166.3
17031730202,71364,28,,,,,,,,17031690900,4229,127.8467905,5.024473415,1.683305732,0.722020297,1103.74
17031730300,57188,10,,,,,,,,17031691000,2550,65.61522015,3.911552252,1.075187848,0.603629193,1004.5
17031730400,98207,36,,,,,,,,17031691100,2993,77.92917564,2.413196255,1.592716358,0.307524894,682.63
17031730500,61485,90,,,,,,,,17031691200,2969,43.47021166,2.689927178,1.271770759,0.693031087,712.13
17031730600,48523,36,,,,,,,,17031691300,2707,33.83650346,3.174265362,0.575819487,0.506878242,519.02
17031730700,53777,15,,,,,,,,17031691400,2901,90.46912653,9.91647054,1.861888381,1.262999446,1074.24
17031740100,105577,4,,,,,,,,17031691500,1939,43.68880058,7.80606917,1.837033276,1.235674089,823.45
17031740200,123625,15,,,,,,,,17031700100,3552,19.08684306,2.596548644,0.222534393,2.098495574,928.06
17031740300,140000,2,,,,,,,,17031700200,6638,76.71636785,9.110052824,0.30823744,2.481579346,1249.92
17031740400,110234,7,,,,,,,,17031700301,6389,65.70418944,7.284453299,0.14691297,1.78184378,1735.41
17031750100,46094,36,,,,,,,,17031700302,5899,72.99641114,2.38609743,0.311388036,0.4129291,1739.43
17031750200,112083,5,,,,,,,,17031700401,6643,72.49507117,2.93993057,0.132946653,0.755105268,1457.78
17031750300,110536,1,,,,,,,,17031700402,4498,51.24528821,4.145677333,0.220830397,0.937855006,1298.2
17031750400,119803,3,,,,,,,,17031700501,6994,107.2181933,7.540356273,0.526001553,1.880966397,2796.24
17031750500,68327,143,,,,,,,,17031700502,3373,31.20472016,1.998379583,0.116474954,0.452170686,1239.2
17031750600,56023,24,,,,,,,,17031710100,1097,20.63769398,0.507946889,0.445807771,0.055214724,225.31
17031760801,75553,91,,,,,,,,17031710200,4329,127.3356189,2.483914573,1.582289281,0.259492027,1510.11
17031760802,90382,5,,,,,,,,17031710300,1471,18.17277389,4.348617545,0.322820037,0.653061224,374.17
17031760803,52658,28,,,,,,,,17031710400,5514,127.1604948,1.673101521,1.66801267,0.247212396,1439.03
17031770300,91319,3,,,,,,,,17031710500,4283,121.0067498,3.855139865,1.11129667,0.383534066,1123.87
17031770500,41088,5,,,,,,,,17031710600,1767,58.39267514,1.156260435,0.745765275,0.100574713,541.81
17031770602,74500,9,,,,,,,,17031710700,2778,92.6816593,10.98175238,1.680773774,0.98888722,993.77
17031770700,80921,598,,,,,,,,17031710800,4741,139.4169551,9.945326573,1.671001223,1.586461058,928.05
17031770800,62585,36,,,,,,,,17031710900,2018,17.99328197,2.974799093,0.639713663,0.930967943,826.13
17031770902,81974,1,,,,,,,,17031711000,3012,49.07720995,0.570342331,0.758353265,0.0902944,747.01
17031800200,250000,1,,,,,,,,17031711100,2310,50.81069943,2.330706857,0.678765727,0.403244408,1012.54
17031800700,233750,1,,,,,,,,17031711200,5007,82.64098439,3.744116016,0.970840817,0.468539429,932.08
17031801100,199306,1,,,,,,,,17031711300,1794,42.7815116,2.819056719,0.379901961,0.360498366,497.56
17031801200,250000,3,,,,,,,,17031711400,2591,46.50901027,3.454059245,0.684454239,0.767981295,793.95
17031802200,166691,3,,,,,,,,17031711500,2559,32.17366311,0.064076646,0.415743262,0.013586957,685.31
17031802300,189527,2,,,,,,,,17031720100,3409,27.64143121,4.663289976,0.025157233,1.526223516,1247.24
17031802505,59398,2,,,,,,,,17031720200,4047,32.59008071,4.632272317,0.141598932,1.150383259,1158.73
17031804603,86982,16,,,,,,,,17031720300,4100,55.7680069,17.7397337,0.107794187,4.149796902,1848.06
17031804609,113750,3,,,,,,,,17031720400,1963,25.79740043,4.001077983,0.079186237,1.000465965,783.22
17031805402,100625,3,,,,,,,,17031720500,2101,27.63183713,4.608537703,0.070980505,0.866900523,645.08
17031805501,147279,2,,,,,,,,17031720600,1751,24.42524498,3.905703546,0.066933121,0.941890029,649.1
17031805502,198406,5,,,,,,,,17031720700,3066,34.75214306,1.996234308,0.145349702,0.386595555,1616.05
17031805901,103077,2,,,,,,,,17031730100,2695,53.88348103,0.900535936,0.366124657,0.157206731,961.58
17031806001,61134,2,,,,,,,,17031730201,5708,121.8155606,2.42008875,1.187132195,0.27063039,2279.91
17031806002,56908,3,,,,,,,,17031730202,3550,53.35794141,3.78650405,0.216379669,1.010468086,1815.88
17031806102,113828,2,,,,,,,,17031730300,1137,15.63833213,3.741096165,0.216666667,0.647619048,160.93
17031806502,88507,1,,,,,,,,17031730400,4067,55.86357028,7.600359895,0.433994624,1.762701435,1412.19
17031806600,90865,29,,,,,,,,17031730500,4359,61.67347423,1.734279616,0.566374877,0.397134344,1506.08
17031806801,91364,2,,,,,,,,17031730600,3559,43.48752199,0.479059789,0.444210189,0.098691937,832.83
17031806900,100481,55,,,,,,,,17031730700,2279,22.87451905,2.019794539,0.198335796,0.372665059,569.97
17031807100,126350,2,,,,,,,,17031740100,3182,57.05920007,11.78762825,0.258964197,2.147582905,730.91
17031807300,72273,19,,,,,,,,17031740200,6661,62.89640417,9.587849012,0.171699386,3.71639147,1697.85
17031807600,72011,161,,,,,,,,17031740300,4947,81.63926951,3.999608858,0.057647928,0.872417489,2281.24
17031807700,85056,3,,,,,,,,17031740400,4552,50.39340178,4.278181685,0.35990875,0.732848413,1852.09
17031807800,125500,16,,,,,,,,17031750100,3814,51.37447578,2.366257187,0.760978206,0.517692834,1681.77
17031807900,156125,6,,,,,,,,17031750200,2778,34.94419995,4.280722192,0.422920025,1.112064191,1652.26
17031808001,108750,6,,,,,,,,17031750300,2494,46.02852936,6.652353021,0.186087885,1.23633028,1000.47
17031808002,105516,97,,,,,,,,17031750400,3032,42.10152108,8.412286659,0.062774969,1.661726546,1673.72
17031808100,70726,60,,,,,,,,17031750500,5893,37.98685431,9.47104217,0.390320729,3.092226668,1726.01
17031808200,80577,4,,,,,,,,17031750600,3663,56.61574414,2.365466431,0.986113738,0.797551923,1388.06
17031808301,98367,2,,,,,,,,17031760801,4298,31.21990213,89.84432303,0.222467205,11.85764408,433.19
17031808702,175000,9,,,,,,,,17031760802,2544,4.217955488,1.785667477,0.10062333,0.95903829,494.87
17031808800,226806,12,,,,,,,,17031760803,5707,198.2788808,11.12141269,0.489522112,0.512555979,1456.47
17031808900,195625,1,,,,,,,,17031770201,5929,31.06743783,8.545541702,0.264201679,2.320839869,-299997
17031809200,60042,7,,,,,,,,17031770202,4876,16.56474321,7.883773056,0.134468415,8.90491787,-299997
17031809300,184083,36,,,,,,,,17031770300,6921,34.34906848,12.156329,0.219261458,20.98369063,-499995
17031809400,128897,262,,,,,,,,17031770400,4667,15.77948269,32.77893757,0.290491787,31.81604297,-199377.06
17031809500,117955,3,,,,,,,,17031770500,4223,14.08526779,9.915294182,0.026946108,129.7969223,792.6
17031809700,110809,3,,,,,,,,17031770601,3286,19.23119067,20.25344456,0,14.14721122,1732.73
17031809900,217458,7,,,,,,,,17031770602,5211,15.28535595,18.08642432,0.241338951,18.03270689,1180.18
17031810000,148583,13,,,,,,,,17031770700,2451,4.278254426,48.33214432,0.090286426,71.66531756,716.16
17031810200,72628,52,,,,,,,,17031770800,5464,12.36987588,9.15782873,0.240828268,4.435655632,633
17031810301,96058,66,,,,,,,,17031770901,5243,68.70066862,7.746204819,0.380920482,1.883830856,1514.13
17031810400,138507,10,,,,,,,,17031770902,3473,27.01797481,3.064752294,0.220677964,0.581495829,791.27
17031810501,99306,4,,,,,,,,17031800100,2498,6.878003526,0.977193718,0,0.915418437,1196.28
17031810502,73257,86,,,,,,,,17031800200,6421,35.79733756,10.36180059,0.263860102,4.869993131,4719.4
17031810701,64663,2,,,,,,,,17031800300,3517,17.79143522,5.749368952,0.081027668,2.017963413,-99190.31
17031810702,83894,6,,,,,,,,17031800400,3662,16.51768707,9.630335725,0.035460993,4.841395727,1253.94
17031810900,65758,10,,,,,,,,17031800500,5279,36.03317846,15.72255941,0.077139853,6.393643735,2652.74
17031811100,66053,2,,,,,,,,17031800600,2405,16.38926879,4.218044715,0.054207658,1.449861986,846.25
17031811200,84018,1,,,,,,,,17031800700,4861,29.46952831,6.393792108,0.070159962,3.867583162,2537.4
17031811302,43720,16,,,,,,,,17031800800,2278,3.521260927,3.827323114,0.036772217,2.529111338,469.39
17031811600,56143,19,,,,,,,,17031800900,4406,35.36298252,8.560326905,0.212467585,2.887288658,1526.19
17031811701,69355,11,,,,,,,,17031801000,5216,44.45017174,7.981159563,0.242092735,1.928145952,1624.09
17031811800,80052,1,,,,,,,,17031801100,4880,43.0137747,10.12595616,0.084170561,3.138615736,1184.21
17031811900,210875,6,,,,,,,,17031801200,3503,24.96147845,4.180587501,0.221039544,1.262577467,1569.11
17031812000,183098,11,,,,,,,,17031801300,4426,39.81899302,14.546712,0.348276946,3.68134282,1267.36
17031812100,128750,8,,,,,,,,17031801400,3063,17.17310653,2.106045949,0.043202666,0.735784591,624.96
17031812200,238688,2,,,,,,,,17031801500,6242,11.50705811,20.73915972,0.217733689,14.70144103,1280.77
17031812301,99750,80,,,,,,,,17031801601,4527,7.859942195,13.37176546,0.113224638,13.53528154,-199998
17031812400,234167,2,,,,,,,,17031801603,4128,9.684068552,22.71628447,0.313546315,10.84126082,1052.78
17031812500,130125,60,,,,,,,,17031801605,5600,30.19587555,6.098573091,0.032537961,2.966549966,-499995
17031812600,108056,4,,,,,,,,17031801606,5907,28.52753283,12.22954108,0.132500424,8.957242108,-499995
17031812700,119444,9,,,,,,,,17031801607,5278,14.23103375,16.0470405,0.166128516,11.97056309,-98303.82
17031812801,101350,14,,,,,,,,17031801608,6915,20.27500444,13.45968031,0.404271035,8.554726839,-299731.46
17031812802,103239,2,,,,,,,,17031801701,3876,14.47164164,1.819171153,0.099920602,0.801691992,-98922.08
17031812900,155160,12,,,,,,,,17031801702,4687,28.79833197,13.46228233,0.110873074,7.638133499,-98718.23
17031813000,127330,6,,,,,,,,17031801800,5742,13.72282468,19.4133759,0.216294764,15.36006229,-98146.91
17031813100,114653,6,,,,,,,,17031801901,4370,14.68487159,10.04338906,0.037353553,6.234670678,1640.18
17031813200,161268,2,,,,,,,,17031801902,3481,17.6874881,3.749314775,0.149345968,1.871499704,-199531.29
17031813301,39750,3,,,,,,,,17031802002,5365,15.74780956,4.158291107,0.00974026,1.924007937,1036.69
17031813302,39508,3,,,,,,,,17031802003,2629,6.85104517,2.733642595,0.017241379,1.205747126,525.72
17031813400,49453,19,,,,,,,,17031802004,5186,87.02535121,26.13124569,0.302476859,3.798205083,1219.08
17031813600,56919,3,,,,,,,,17031802100,3431,23.26374323,6.842008492,0.113947607,3.517047989,1165.43
17031813701,49453,3,,,,,,,,17031802200,4792,16.40851123,9.060902864,0.110167903,3.590918122,388.93
17031813702,52055,5,,,,,,,,17031802300,5386,4.915351595,4.996574449,0.138236597,2.425786442,95.22
17031813801,50417,25,,,,,,,,17031802402,5487,35.47624354,16.12266634,0.355301563,5.965608434,-98958.29
17031813802,43346,4,,,,,,,,17031802403,1395,10.05474448,1.340632597,0.063549161,0.223021583,468.05
17031813900,44884,8,,,,,,,,17031802404,7433,50.07153954,13.07928636,0.307568902,3.446673489,-299047.49
17031814100,45492,4,,,,,,,,17031802503,6477,85.353915,5.771868473,0.088890135,0.820091534,1708.59
17031814200,47321,137,,,,,,,,17031802504,6815,42.6591505,14.35032058,0.037594339,6.014709889,2691.62
17031814300,55238,2,,,,,,,,17031802505,6665,19.04534705,18.79640031,0.269196886,15.77497347,-98185.81
17031814400,54489,7,,,,,,,,17031802506,2622,20.56452935,5.175680394,0.092827004,1.721518987,1066.19
17031814500,68328,5,,,,,,,,17031802605,7067,33.58640072,8.644070412,0.247424108,4.940480086,-96903.7
17031814600,65000,5,,,,,,,,17031802607,1354,2.953499678,1.644711047,0,1.574112735,476.1
17031814700,81698,6,,,,,,,,17031802608,6430,31.94380451,5.348612557,0.160811847,1.790699798,-198013.15
17031814800,75668,4,,,,,,,,17031802609,6671,115.7334901,40.92576408,0.249499358,4.025714129,1468.53
17031814900,69112,16,,,,,,,,17031802610,1685,7.429101789,0.339490111,0.034645669,0.121259843,650.44
17031815000,69458,1,,,,,,,,17031802701,7037,35.02716943,9.648205385,0.049088359,3.191352434,-96903.7
17031815100,83665,1,,,,,,,,17031802702,4624,14.71161795,11.92145573,0.152380893,8.021156933,-98625.69
17031815200,59400,2,,,,,,,,17031802801,4746,36.1180513,6.664694847,0.077298982,2.664432538,-499995
17031815400,75833,7,,,,,,,,17031802802,6479,43.54608519,8.098142567,0.250766235,4.147503985,-99011.93
17031815500,74491,3,,,,,,,,17031802900,5945,22.61810264,10.71404368,0,5.881083783,-399996
17031815600,77941,34,,,,,,,,17031803005,2553,10.21587883,12.26257812,0.141931372,10.03137036,-98975.73
17031815702,122344,3,,,,,,,,17031803007,4918,25.13748051,3.356183743,0.033816425,0.963706238,-98960.98
17031815900,92688,8,,,,,,,,17031803008,4494,23.36567152,4.185472102,0.245663468,1.369783952,-98337.35
17031816000,120833,7,,,,,,,,17031803010,5367,38.64093686,9.136781165,0.106341432,4.154617615,-399996
17031816100,89674,74,,,,,,,,17031803012,2181,6.039300711,6.177753272,0.060021436,2.391211147,559.25
17031816200,76607,5,,,,,,,,17031803013,5438,35.05390808,4.738852117,0.180978261,1.110093566,2336.23
17031817101,54261,4,,,,,,,,17031803014,3494,22.84915819,2.667754025,0.142419339,0.653620786,1202.98
17031817200,60114,3,,,,,,,,17031803015,4476,20.8043321,1.032623762,0.221872907,0.532985218,-98781.26
17031817300,48977,1,,,,,,,,17031803016,2626,10.68157511,2.009405219,0.069078947,0.541666667,-99999
17031817500,56838,9,,,,,,,,17031803017,6259,28.88075498,3.299775116,0.046461078,0.929296289,-199583.59
17031817900,68150,50,,,,,,,,17031803100,3378,16.43110076,1.811078832,0.057522124,0.624928698,-199998
17031818000,72730,5,,,,,,,,17031803200,5310,24.21725361,5.095158335,0.495560695,1.226254441,-199039.1
17031818300,71182,3,,,,,,,,17031803300,5652,41.19259645,34.73669994,0.18435402,4.218894475,-99064.24
17031818401,92500,2,,,,,,,,17031803400,6159,51.98632545,17.08107513,0.165047293,6.174665486,-498962.34
17031818500,106071,3,,,,,,,,17031803500,5739,43.81556777,32.60406972,0.397120531,8.422752533,-399136.34
17031818900,116750,1,,,,,,,,17031803603,6827,14.01443027,1.904853263,0.089442226,1.550727585,-399996
17031819200,71717,2,,,,,,,,17031803604,4175,28.10576348,20.20192509,0.176621217,5.193022366,-399996
17031820202,62472,26,,,,,,,,17031803605,7272,37.80536538,9.865772695,0.223742589,3.117880473,-299569.18
17031820501,72128,7,,,,,,,,17031803606,8940,96.09955773,14.59267353,0.193999413,2.971577588,1890.98
17031820502,70485,2,,,,,,,,17031803607,5118,36.0351314,1.003719183,0.059940001,0.324896619,-399996
17031820700,77092,3,,,,,,,,17031803608,7375,16.72822516,8.557115313,0.170796978,2.496386452,-299997
17031820800,74423,4,,,,,,,,17031803610,7294,40.75893879,10.28553191,0.132433456,2.165814509,-399996
17031820901,67571,293,,,,,,,,17031803611,5958,108.8643103,1.50263428,0.17170609,0.225547196,-399008.94
17031820902,92430,22,,,,,,,,17031803612,3369,56.75004781,6.977671315,0.117811615,1.318522392,-199998
17031821102,60536,7,,,,,,,,17031803701,2855,17.55696381,10.21871735,0.041237113,2.580272497,-99490.72
17031821200,66952,2,,,,,,,,17031803702,6130,28.24124487,26.27298145,0.223853352,9.312572979,-97048.54
17031821402,76290,10,,,,,,,,17031803800,4559,24.90016448,19.03273437,0.082866891,9.313484779,-299115.88
17031821600,79333,147,,,,,,,,17031803901,3581,12.54730589,9.730442801,0.124965699,11.37096482,-199998
17031821700,98125,1,,,,,,,,17031803902,3437,19.71851508,4.677390702,0.027173913,1.853993432,-299997
