GEO_ID,NAME,S1903_C03_015E
id,Geographic Area Name,Estimate!!Median income (dollars)!!FAMILIES!!Families
1400000US17031410700,"Census Tract 4107, Cook County, Illinois",100927
1400000US17031410800,"Census Tract 4108, Cook County, Illinois",77788
1400000US17031410900,"Census Tract 4109, Cook County, Illinois",115179
1400000US17031411000,"Census Tract 4110, Cook County, Illinois",103438
1400000US17031411100,"Census Tract 4111, Cook County, Illinois",188819
1400000US17031411200,"Census Tract 4112, Cook County, Illinois",200000
1400000US17031420100,"Census Tract 4201, Cook County, Illinois",24107
1400000US17031420200,"Census Tract 4202, Cook County, Illinois",41618
1400000US17031420300,"Census Tract 4203, Cook County, Illinois",51447
1400000US17031420400,"Census Tract 4204, Cook County, Illinois",27000
1400000US17031420500,"Census Tract 4205, Cook County, Illinois",40063
1400000US17031420600,"Census Tract 4206, Cook County, Illinois",27813
1400000US17031420700,"Census Tract 4207, Cook County, Illinois",25024
1400000US17031420800,"Census Tract 4208, Cook County, Illinois",46389
1400000US17031421200,"Census Tract 4212, Cook County, Illinois",57778
1400000US17031430101,"Census Tract 4301.01, Cook County, Illinois",31926
1400000US17031430102,"Census Tract 4301.02, Cook County, Illinois",38629
1400000US17031430200,"Census Tract 4302, Cook County, Illinois",33085
1400000US17031430300,"Census Tract 4303, Cook County, Illinois",16935
1400000US17031430400,"Census Tract 4304, Cook County, Illinois",44386
1400000US17031430500,"Census Tract 4305, Cook County, Illinois",19532
1400000US17031430600,"Census Tract 4306, Cook County, Illinois",46806
1400000US17031430700,"Census Tract 4307, Cook County, Illinois",-
1400000US17031430800,"Census Tract 4308, Cook County, Illinois",72637
1400000US17031430900,"Census Tract 4309, Cook County, Illinois",56513
1400000US17031431200,"Census Tract 4312, Cook County, Illinois",69500
1400000US17031431301,"Census Tract 4313.01, Cook County, Illinois",38125
1400000US17031431302,"Census Tract 4313.02, Cook County, Illinois",34141
1400000US17031431400,"Census Tract 4314, Cook County, Illinois",30774
1400000US17031440101,"Census Tract 4401.01, Cook County, Illinois",21512
1400000US17031440102,"Census Tract 4401.02, Cook County, Illinois",41334
1400000US17031440201,"Census Tract 4402.01, Cook County, Illinois",40269
1400000US17031440202,"Census Tract 4402.02, Cook County, Illinois",49861
1400000US17031440300,"Census Tract 4403, Cook County, Illinois",67159
1400000US17031440600,"Census Tract 4406, Cook County, Illinois",68606
1400000US17031440700,"Census Tract 4407, Cook County, Illinois",61000
1400000US17031440800,"Census Tract 4408, Cook County, Illinois",26875
1400000US17031440900,"Census Tract 4409, Cook County, Illinois",65233
1400000US17031450300,"Census Tract 4503, Cook County, Illinois",59938
1400000US17031460100,"Census Tract 4601, Cook County, Illinois",39659
1400000US17031460200,"Census Tract 4602, Cook County, Illinois",32266
1400000US17031460301,"Census Tract 4603.01, Cook County, Illinois",38846
1400000US17031460302,"Census Tract 4603.02, Cook County, Illinois",29980
1400000US17031460400,"Census Tract 4604, Cook County, Illinois",58704
1400000US17031460500,"Census Tract 4605, Cook County, Illinois",78553
1400000US17031460600,"Census Tract 4606, Cook County, Illinois",39837
1400000US17031460700,"Census Tract 4607, Cook County, Illinois",25625
1400000US17031461000,"Census Tract 4610, Cook County, Illinois",44732
1400000US17031470100,"Census Tract 4701, Cook County, Illinois",59732
1400000US17031480100,"Census Tract 4801, Cook County, Illinois",78281
1400000US17031480200,"Census Tract 4802, Cook County, Illinois",56250
1400000US17031480300,"Census Tract 4803, Cook County, Illinois",66071
1400000US17031480400,"Census Tract 4804, Cook County, Illinois",71438
1400000US17031480500,"Census Tract 4805, Cook County, Illinois",50313
1400000US17031490300,"Census Tract 4903, Cook County, Illinois",70000
1400000US17031490400,"Census Tract 4904, Cook County, Illinois",76111
1400000US17031490500,"Census Tract 4905, Cook County, Illinois",59922
1400000US17031490600,"Census Tract 4906, Cook County, Illinois",43073
1400000US17031490700,"Census Tract 4907, Cook County, Illinois",56250
1400000US17031490800,"Census Tract 4908, Cook County, Illinois",45385
1400000US17031490901,"Census Tract 4909.01, Cook County, Illinois",45819
1400000US17031490902,"Census Tract 4909.02, Cook County, Illinois",56296
1400000US17031491000,"Census Tract 4910, Cook County, Illinois",58889
1400000US17031491100,"Census Tract 4911, Cook County, Illinois",63301
1400000US17031491200,"Census Tract 4912, Cook County, Illinois",55000
1400000US17031491300,"Census Tract 4913, Cook County, Illinois",35417
1400000US17031491400,"Census Tract 4914, Cook County, Illinois",35284
1400000US17031500100,"Census Tract 5001, Cook County, Illinois",67044
1400000US17031500200,"Census Tract 5002, Cook County, Illinois",35833
1400000US17031500300,"Census Tract 5003, Cook County, Illinois",45903
1400000US17031510100,"Census Tract 5101, Cook County, Illinois",43355
1400000US17031510200,"Census Tract 5102, Cook County, Illinois",52188
1400000US17031510300,"Census Tract 5103, Cook County, Illinois",30741
1400000US17031520100,"Census Tract 5201, Cook County, Illinois",53427
1400000US17031520200,"Census Tract 5202, Cook County, Illinois",35000
1400000US17031520300,"Census Tract 5203, Cook County, Illinois",51667
1400000US17031520400,"Census Tract 5204, Cook County, Illinois",54093
1400000US17031520500,"Census Tract 5205, Cook County, Illinois",65972
1400000US17031520600,"Census Tract 5206, Cook County, Illinois",57917
1400000US17031530100,"Census Tract 5301, Cook County, Illinois",48958
1400000US17031530200,"Census Tract 5302, Cook County, Illinois",51563
1400000US17031530300,"Census Tract 5303, Cook County, Illinois",52045
1400000US17031530400,"Census Tract 5304, Cook County, Illinois",70556
1400000US17031530501,"Census Tract 5305.01, Cook County, Illinois",51086
1400000US17031530502,"Census Tract 5305.02, Cook County, Illinois",57667
1400000US17031530503,"Census Tract 5305.03, Cook County, Illinois",55066
1400000US17031530600,"Census Tract 5306, Cook County, Illinois",42976
1400000US17031540101,"Census Tract 5401.01, Cook County, Illinois",22452
1400000US17031540102,"Census Tract 5401.02, Cook County, Illinois",21125
1400000US17031550100,"Census Tract 5501, Cook County, Illinois",74219
1400000US17031550200,"Census Tract 5502, Cook County, Illinois",79464
1400000US17031560100,"Census Tract 5601, Cook County, Illinois",72188
1400000US17031560200,"Census Tract 5602, Cook County, Illinois",63214
1400000US17031560300,"Census Tract 5603, Cook County, Illinois",54119
1400000US17031560400,"Census Tract 5604, Cook County, Illinois",56202
1400000US17031560700,"Census Tract 5607, Cook County, Illinois",69631
1400000US17031560800,"Census Tract 5608, Cook County, Illinois",86000
1400000US17031560900,"Census Tract 5609, Cook County, Illinois",107159
1400000US17031561000,"Census Tract 5610, Cook County, Illinois",129617
1400000US17031561100,"Census Tract 5611, Cook County, Illinois",101985
1400000US17031570100,"Census Tract 5701, Cook County, Illinois",54514
1400000US17031570200,"Census Tract 5702, Cook County, Illinois",74659
1400000US17031570300,"Census Tract 5703, Cook County, Illinois",52786
1400000US17031570400,"Census Tract 5704, Cook County, Illinois",63000
1400000US17031570500,"Census Tract 5705, Cook County, Illinois",52986
1400000US17031580100,"Census Tract 5801, Cook County, Illinois",46500
1400000US17031580200,"Census Tract 5802, Cook County, Illinois",36944
1400000US17031580300,"Census Tract 5803, Cook County, Illinois",54130
1400000US17031580400,"Census Tract 5804, Cook County, Illinois",51216
1400000US17031580501,"Census Tract 5805.01, Cook County, Illinois",38989
1400000US17031580502,"Census Tract 5805.02, Cook County, Illinois",42516
1400000US17031580600,"Census Tract 5806, Cook County, Illinois",61386
1400000US17031580700,"Census Tract 5807, Cook County, Illinois",44802
1400000US17031580800,"Census Tract 5808, Cook County, Illinois",47841
1400000US17031590500,"Census Tract 5905, Cook County, Illinois",76923
1400000US17031590600,"Census Tract 5906, Cook County, Illinois",51176
1400000US17031590700,"Census Tract 5907, Cook County, Illinois",51818
1400000US17031600400,"Census Tract 6004, Cook County, Illinois",-
1400000US17031600600,"Census Tract 6006, Cook County, Illinois",37909
1400000US17031600700,"Census Tract 6007, Cook County, Illinois",44911
1400000US17031600900,"Census Tract 6009, Cook County, Illinois",60750
1400000US17031610300,"Census Tract 6103, Cook County, Illinois",42466
1400000US17031610400,"Census Tract 6104, Cook County, Illinois",42721
1400000US17031610800,"Census Tract 6108, Cook County, Illinois",63250
1400000US17031611000,"Census Tract 6110, Cook County, Illinois",29750
1400000US17031611100,"Census Tract 6111, Cook County, Illinois",31250
1400000US17031611200,"Census Tract 6112, Cook County, Illinois",27773
1400000US17031611300,"Census Tract 6113, Cook County, Illinois",37917
1400000US17031611400,"Census Tract 6114, Cook County, Illinois",43299
1400000US17031611500,"Census Tract 6115, Cook County, Illinois",35884
1400000US17031611600,"Census Tract 6116, Cook County, Illinois",37583
1400000US17031611700,"Census Tract 6117, Cook County, Illinois",29083
1400000US17031611800,"Census Tract 6118, Cook County, Illinois",58092
1400000US17031611900,"Census Tract 6119, Cook County, Illinois",25658
1400000US17031612000,"Census Tract 6120, Cook County, Illinois",57798
1400000US17031612100,"Census Tract 6121, Cook County, Illinois",38958
1400000US17031620100,"Census Tract 6201, Cook County, Illinois",64438
1400000US17031620200,"Census Tract 6202, Cook County, Illinois",75833
1400000US17031620300,"Census Tract 6203, Cook County, Illinois",63587
1400000US17031620400,"Census Tract 6204, Cook County, Illinois",78656
1400000US17031630100,"Census Tract 6301, Cook County, Illinois",37625
1400000US17031630200,"Census Tract 6302, Cook County, Illinois",52188
1400000US17031630300,"Census Tract 6303, Cook County, Illinois",52286
1400000US17031630400,"Census Tract 6304, Cook County, Illinois",36221
1400000US17031630500,"Census Tract 6305, Cook County, Illinois",48859
1400000US17031630800,"Census Tract 6308, Cook County, Illinois",53273
1400000US17031630900,"Census Tract 6309, Cook County, Illinois",46113
1400000US17031640100,"Census Tract 6401, Cook County, Illinois",55750
1400000US17031640300,"Census Tract 6403, Cook County, Illinois",72284
1400000US17031640400,"Census Tract 6404, Cook County, Illinois",69857
1400000US17031640500,"Census Tract 6405, Cook County, Illinois",92975
1400000US17031640600,"Census Tract 6406, Cook County, Illinois",54252
1400000US17031640700,"Census Tract 6407, Cook County, Illinois",62333
1400000US17031640800,"Census Tract 6408, Cook County, Illinois",62222
1400000US17031650100,"Census Tract 6501, Cook County, Illinois",42123
1400000US17031650200,"Census Tract 6502, Cook County, Illinois",60868
1400000US17031650301,"Census Tract 6503.01, Cook County, Illinois",64750
1400000US17031650302,"Census Tract 6503.02, Cook County, Illinois",49680
1400000US17031650400,"Census Tract 6504, Cook County, Illinois",57022
1400000US17031650500,"Census Tract 6505, Cook County, Illinois",74718
1400000US17031660301,"Census Tract 6603.01, Cook County, Illinois",31146
1400000US17031660302,"Census Tract 6603.02, Cook County, Illinois",36713
1400000US17031660400,"Census Tract 6604, Cook County, Illinois",60069
1400000US17031660500,"Census Tract 6605, Cook County, Illinois",45139
1400000US17031660600,"Census Tract 6606, Cook County, Illinois",31205
1400000US17031660700,"Census Tract 6607, Cook County, Illinois",27000
1400000US17031660800,"Census Tract 6608, Cook County, Illinois",37854
1400000US17031660900,"Census Tract 6609, Cook County, Illinois",36991
1400000US17031661000,"Census Tract 6610, Cook County, Illinois",43235
1400000US17031661100,"Census Tract 6611, Cook County, Illinois",64419
1400000US17031670100,"Census Tract 6701, Cook County, Illinois",36587
1400000US17031670200,"Census Tract 6702, Cook County, Illinois",35833
1400000US17031670300,"Census Tract 6703, Cook County, Illinois",33750
1400000US17031670400,"Census Tract 6704, Cook County, Illinois",39000
1400000US17031670500,"Census Tract 6705, Cook County, Illinois",32917
1400000US17031670600,"Census Tract 6706, Cook County, Illinois",48021
1400000US17031670700,"Census Tract 6707, Cook County, Illinois",34063
1400000US17031670800,"Census Tract 6708, Cook County, Illinois",27917
1400000US17031670900,"Census Tract 6709, Cook County, Illinois",34271
1400000US17031671100,"Census Tract 6711, Cook County, Illinois",36042
1400000US17031671200,"Census Tract 6712, Cook County, Illinois",35208
1400000US17031671300,"Census Tract 6713, Cook County, Illinois",32614
1400000US17031671400,"Census Tract 6714, Cook County, Illinois",42321
1400000US17031671500,"Census Tract 6715, Cook County, Illinois",32163
1400000US17031671600,"Census Tract 6716, Cook County, Illinois",30242
1400000US17031671800,"Census Tract 6718, Cook County, Illinois",38698
1400000US17031671900,"Census Tract 6719, Cook County, Illinois",50750
1400000US17031672000,"Census Tract 6720, Cook County, Illinois",37354
1400000US17031680500,"Census Tract 6805, Cook County, Illinois",23864
1400000US17031680600,"Census Tract 6806, Cook County, Illinois",21250
1400000US17031680900,"Census Tract 6809, Cook County, Illinois",23808
1400000US17031681000,"Census Tract 6810, Cook County, Illinois",24604
1400000US17031681100,"Census Tract 6811, Cook County, Illinois",30330
1400000US17031681200,"Census Tract 6812, Cook County, Illinois",24275
1400000US17031681300,"Census Tract 6813, Cook County, Illinois",30156
1400000US17031681400,"Census Tract 6814, Cook County, Illinois",40156
1400000US17031690300,"Census Tract 6903, Cook County, Illinois",19167
1400000US17031690400,"Census Tract 6904, Cook County, Illinois",29207
1400000US17031690500,"Census Tract 6905, Cook County, Illinois",33833
1400000US17031690900,"Census Tract 6909, Cook County, Illinois",61125
1400000US17031691000,"Census Tract 6910, Cook County, Illinois",71016
1400000US17031691100,"Census Tract 6911, Cook County, Illinois",25729
1400000US17031691200,"Census Tract 6912, Cook County, Illinois",31250
1400000US17031691300,"Census Tract 6913, Cook County, Illinois",46250
1400000US17031691400,"Census Tract 6914, Cook County, Illinois",38056
1400000US17031691500,"Census Tract 6915, Cook County, Illinois",31081
1400000US17031700100,"Census Tract 7001, Cook County, Illinois",73523
1400000US17031700200,"Census Tract 7002, Cook County, Illinois",74915
1400000US17031700301,"Census Tract 7003.01, Cook County, Illinois",75737
1400000US17031700302,"Census Tract 7003.02, Cook County, Illinois",80195
1400000US17031700401,"Census Tract 7004.01, Cook County, Illinois",79722
1400000US17031700402,"Census Tract 7004.02, Cook County, Illinois",65871
1400000US17031700501,"Census Tract 7005.01, Cook County, Illinois",73688
1400000US17031700502,"Census Tract 7005.02, Cook County, Illinois",121182
1400000US17031710100,"Census Tract 7101, Cook County, Illinois",22303
1400000US17031710200,"Census Tract 7102, Cook County, Illinois",33995
1400000US17031710300,"Census Tract 7103, Cook County, Illinois",36985
1400000US17031710400,"Census Tract 7104, Cook County, Illinois",63042
1400000US17031710500,"Census Tract 7105, Cook County, Illinois",31804
1400000US17031710600,"Census Tract 7106, Cook County, Illinois",38269
1400000US17031710700,"Census Tract 7107, Cook County, Illinois",40882
1400000US17031710800,"Census Tract 7108, Cook County, Illinois",33325
1400000US17031710900,"Census Tract 7109, Cook County, Illinois",37153
1400000US17031711000,"Census Tract 7110, Cook County, Illinois",38664
1400000US17031711100,"Census Tract 7111, Cook County, Illinois",49750
1400000US17031711200,"Census Tract 7112, Cook County, Illinois",70224
1400000US17031711300,"Census Tract 7113, Cook County, Illinois",67273
1400000US17031711400,"Census Tract 7114, Cook County, Illinois",46083
1400000US17031711500,"Census Tract 7115, Cook County, Illinois",44583
1400000US17031720100,"Census Tract 7201, Cook County, Illinois",172935
1400000US17031720200,"Census Tract 7202, Cook County, Illinois",93318
1400000US17031720300,"Census Tract 7203, Cook County, Illinois",123715
1400000US17031720400,"Census Tract 7204, Cook County, Illinois",140804
1400000US17031720500,"Census Tract 7205, Cook County, Illinois",156992
1400000US17031720600,"Census Tract 7206, Cook County, Illinois",131250
1400000US17031720700,"Census Tract 7207, Cook County, Illinois",107292
1400000US17031730100,"Census Tract 7301, Cook County, Illinois",69643
1400000US17031730201,"Census Tract 7302.01, Cook County, Illinois",52344
1400000US17031730202,"Census Tract 7302.02, Cook County, Illinois",71364
1400000US17031730300,"Census Tract 7303, Cook County, Illinois",57188
1400000US17031730400,"Census Tract 7304, Cook County, Illinois",98207
1400000US17031730500,"Census Tract 7305, Cook County, Illinois",61485
1400000US17031730600,"Census Tract 7306, Cook County, Illinois",48523
1400000US17031730700,"Census Tract 7307, Cook County, Illinois",53777
1400000US17031740100,"Census Tract 7401, Cook County, Illinois",105577
1400000US17031740200,"Census Tract 7402, Cook County, Illinois",123625
1400000US17031740300,"Census Tract 7403, Cook County, Illinois",140000
1400000US17031740400,"Census Tract 7404, Cook County, Illinois",110234
1400000US17031750100,"Census Tract 7501, Cook County, Illinois",46094
1400000US17031750200,"Census Tract 7502, Cook County, Illinois",112083
1400000US17031750300,"Census Tract 7503, Cook County, Illinois",110536
1400000US17031750400,"Census Tract 7504, Cook County, Illinois",119803
1400000US17031750500,"Census Tract 7505, Cook County, Illinois",68327
1400000US17031750600,"Census Tract 7506, Cook County, Illinois",56023
1400000US17031760801,"Census Tract 7608.01, Cook County, Illinois",75553
1400000US17031760802,"Census Tract 7608.02, Cook County, Illinois",90382
1400000US17031760803,"Census Tract 7608.03, Cook County, Illinois",52658
1400000US17031770201,"Census Tract 7702.01, Cook County, Illinois",92216
1400000US17031770202,"Census Tract 7702.02, Cook County, Illinois",90125
1400000US17031770300,"Census Tract 7703, Cook County, Illinois",91319
1400000US17031770400,"Census Tract 7704, Cook County, Illinois",91964
1400000US17031770500,"Census Tract 7705, Cook County, Illinois",41088
1400000US17031770601,"Census Tract 7706.01, Cook County, Illinois",108357
1400000US17031770602,"Census Tract 7706.02, Cook County, Illinois",74500
1400000US17031770700,"Census Tract 7707, Cook County, Illinois",80921
1400000US17031770800,"Census Tract 7708, Cook County, Illinois",62585
1400000US17031770901,"Census Tract 7709.01, Cook County, Illinois",95592
1400000US17031770902,"Census Tract 7709.02, Cook County, Illinois",81974
1400000US17031800100,"Census Tract 8001, Cook County, Illinois","250,000+"
1400000US17031800200,"Census Tract 8002, Cook County, Illinois","250,000+"
1400000US17031800300,"Census Tract 8003, Cook County, Illinois","250,000+"
1400000US17031800400,"Census Tract 8004, Cook County, Illinois","250,000+"
1400000US17031800500,"Census Tract 8005, Cook County, Illinois","250,000+"
1400000US17031800600,"Census Tract 8006, Cook County, Illinois","250,000+"
1400000US17031800700,"Census Tract 8007, Cook County, Illinois",233750
1400000US17031800800,"Census Tract 8008, Cook County, Illinois",139907
1400000US17031800900,"Census Tract 8009, Cook County, Illinois",129006
1400000US17031801000,"Census Tract 8010, Cook County, Illinois",166250
1400000US17031801100,"Census Tract 8011, Cook County, Illinois",199306
1400000US17031801200,"Census Tract 8012, Cook County, Illinois","250,000+"
1400000US17031801300,"Census Tract 8013, Cook County, Illinois","250,000+"
1400000US17031801400,"Census Tract 8014, Cook County, Illinois",158250
1400000US17031801500,"Census Tract 8015, Cook County, Illinois",135739
1400000US17031801601,"Census Tract 8016.01, Cook County, Illinois",150000
1400000US17031801603,"Census Tract 8016.03, Cook County, Illinois",51319
1400000US17031801605,"Census Tract 8016.05, Cook County, Illinois",157458
1400000US17031801606,"Census Tract 8016.06, Cook County, Illinois",161544
1400000US17031801607,"Census Tract 8016.07, Cook County, Illinois",120405
1400000US17031801608,"Census Tract 8016.08, Cook County, Illinois",140825
1400000US17031801701,"Census Tract 8017.01, Cook County, Illinois",197417
1400000US17031801702,"Census Tract 8017.02, Cook County, Illinois",146375
1400000US17031801800,"Census Tract 8018, Cook County, Illinois",189219
1400000US17031801901,"Census Tract 8019.01, Cook County, Illinois",126576
1400000US17031801902,"Census Tract 8019.02, Cook County, Illinois",194205
1400000US17031802002,"Census Tract 8020.02, Cook County, Illinois",142008
1400000US17031802003,"Census Tract 8020.03, Cook County, Illinois",111375
1400000US17031802004,"Census Tract 8020.04, Cook County, Illinois",52095
1400000US17031802100,"Census Tract 8021, Cook County, Illinois",182868
1400000US17031802200,"Census Tract 8022, Cook County, Illinois",166691
1400000US17031802300,"Census Tract 8023, Cook County, Illinois",189527
1400000US17031802402,"Census Tract 8024.02, Cook County, Illinois",71959
1400000US17031802403,"Census Tract 8024.03, Cook County, Illinois",100375
1400000US17031802404,"Census Tract 8024.04, Cook County, Illinois",64922
1400000US17031802503,"Census Tract 8025.03, Cook County, Illinois",96938
1400000US17031802504,"Census Tract 8025.04, Cook County, Illinois",89261
1400000US17031802505,"Census Tract 8025.05, Cook County, Illinois",59398
1400000US17031802506,"Census Tract 8025.06, Cook County, Illinois",97344
1400000US17031802605,"Census Tract 8026.05, Cook County, Illinois",116940
1400000US17031802607,"Census Tract 8026.07, Cook County, Illinois",122639
1400000US17031802608,"Census Tract 8026.08, Cook County, Illinois",87321
1400000US17031802609,"Census Tract 8026.09, Cook County, Illinois",58510
1400000US17031802610,"Census Tract 8026.10, Cook County, Illinois",104511
1400000US17031802701,"Census Tract 8027.01, Cook County, Illinois",106875
1400000US17031802702,"Census Tract 8027.02, Cook County, Illinois",116831
1400000US17031802801,"Census Tract 8028.01, Cook County, Illinois",132566
1400000US17031802802,"Census Tract 8028.02, Cook County, Illinois",120760
1400000US17031802900,"Census Tract 8029, Cook County, Illinois",157262
1400000US17031803005,"Census Tract 8030.05, Cook County, Illinois",114250
1400000US17031803007,"Census Tract 8030.07, Cook County, Illinois",116979
1400000US17031803008,"Census Tract 8030.08, Cook County, Illinois",130197
1400000US17031803010,"Census Tract 8030.10, Cook County, Illinois",129118
1400000US17031803012,"Census Tract 8030.12, Cook County, Illinois",82423
1400000US17031803013,"Census Tract 8030.13, Cook County, Illinois",125221
1400000US17031803014,"Census Tract 8030.14, Cook County, Illinois",79485
1400000US17031803015,"Census Tract 8030.15, Cook County, Illinois",105500
1400000US17031803016,"Census Tract 8030.16, Cook County, Illinois",105882
1400000US17031803017,"Census Tract 8030.17, Cook County, Illinois",116974
1400000US17031803100,"Census Tract 8031, Cook County, Illinois",147188
1400000US17031803200,"Census Tract 8032, Cook County, Illinois",131174
1400000US17031803300,"Census Tract 8033, Cook County, Illinois",132390
1400000US17031803400,"Census Tract 8034, Cook County, Illinois",141082
1400000US17031803500,"Census Tract 8035, Cook County, Illinois",142000
1400000US17031803603,"Census Tract 8036.03, Cook County, Illinois",179949
1400000US17031803604,"Census Tract 8036.04, Cook County, Illinois",94375
1400000US17031803605,"Census Tract 8036.05, Cook County, Illinois",102100
1400000US17031803606,"Census Tract 8036.06, Cook County, Illinois",53662
1400000US17031803607,"Census Tract 8036.07, Cook County, Illinois",125673
1400000US17031803608,"Census Tract 8036.08, Cook County, Illinois",89667
1400000US17031803610,"Census Tract 8036.10, Cook County, Illinois",98018
1400000US17031803611,"Census Tract 8036.11, Cook County, Illinois",68984
1400000US17031803612,"Census Tract 8036.12, Cook County, Illinois",53803
1400000US17031803701,"Census Tract 8037.01, Cook County, Illinois",144615
1400000US17031803702,"Census Tract 8037.02, Cook County, Illinois",135966
1400000US17031803800,"Census Tract 8038, Cook County, Illinois",122865
1400000US17031803901,"Census Tract 8039.01, Cook County, Illinois",93967
1400000US17031803902,"Census Tract 8039.02, Cook County, Illinois",97602
1400000US17031804000,"Census Tract 8040, Cook County, Illinois",101129
1400000US17031804102,"Census Tract 8041.02, Cook County, Illinois",160625
1400000US17031804104,"Census Tract 8041.04, Cook County, Illinois",128368
1400000US17031804105,"Census Tract 8041.05, Cook County, Illinois",139760
1400000US17031804106,"Census Tract 8041.06, Cook County, Illinois",129375
1400000US17031804108,"Census Tract 8041.08, Cook County, Illinois",96176
1400000US17031804109,"Census Tract 8041.09, Cook County, Illinois",145750
1400000US17031804201,"Census Tract 8042.01, Cook County, Illinois",160667
1400000US17031804202,"Census Tract 8042.02, Cook County, Illinois",161221
1400000US17031804305,"Census Tract 8043.05, Cook County, Illinois",85139
1400000US17031804306,"Census Tract 8043.06, Cook County, Illinois",71025
1400000US17031804308,"Census Tract 8043.08, Cook County, Illinois",80030
1400000US17031804309,"Census Tract 8043.09, Cook County, Illinois",93750
1400000US17031804310,"Census Tract 8043.10, Cook County, Illinois",102447
1400000US17031804311,"Census Tract 8043.11, Cook County, Illinois",117218
1400000US17031804403,"Census Tract 8044.03, Cook County, Illinois",91690
1400000US17031804404,"Census Tract 8044.04, Cook County, Illinois",86563
1400000US17031804405,"Census Tract 8044.05, Cook County, Illinois",61719
1400000US17031804406,"Census Tract 8044.06, Cook County, Illinois",79357
1400000US17031804505,"Census Tract 8045.05, Cook County, Illinois",72772
1400000US17031804506,"Census Tract 8045.06, Cook County, Illinois",123145
1400000US17031804507,"Census Tract 8045.07, Cook County, Illinois",128664
1400000US17031804508,"Census Tract 8045.08, Cook County, Illinois",71350
1400000US17031804509,"Census Tract 8045.09, Cook County, Illinois",78771
1400000US17031804510,"Census Tract 8045.10, Cook County, Illinois",66406
1400000US17031804511,"Census Tract 8045.11, Cook County, Illinois",59934
1400000US17031804603,"Census Tract 8046.03, Cook County, Illinois",86982
1400000US17031804606,"Census Tract 8046.06, Cook County, Illinois",135385
1400000US17031804607,"Census Tract 8046.07, Cook County, Illinois",104330
1400000US17031804608,"Census Tract 8046.08, Cook County, Illinois",119118
1400000US17031804609,"Census Tract 8046.09, Cook County, Illinois",113750
1400000US17031804610,"Census Tract 8046.10, Cook County, Illinois",80900
1400000US17031804611,"Census Tract 8046.11, Cook County, Illinois",115353
1400000US17031804701,"Census Tract 8047.01, Cook County, Illinois",84748
1400000US17031804705,"Census Tract 8047.05, Cook County, Illinois",82059
1400000US17031804706,"Census Tract 8047.06, Cook County, Illinois",115625
1400000US17031804709,"Census Tract 8047.09, Cook County, Illinois",77750
1400000US17031804710,"Census Tract 8047.10, Cook County, Illinois",110282
1400000US17031804711,"Census Tract 8047.11, Cook County, Illinois",77768
1400000US17031804712,"Census Tract 8047.12, Cook County, Illinois",106458
1400000US17031804713,"Census Tract 8047.13, Cook County, Illinois",95532
1400000US17031804714,"Census Tract 8047.14, Cook County, Illinois",86109
1400000US17031804715,"Census Tract 8047.15, Cook County, Illinois",53321
1400000US17031804716,"Census Tract 8047.16, Cook County, Illinois",101771
1400000US17031804803,"Census Tract 8048.03, Cook County, Illinois",83603
1400000US17031804804,"Census Tract 8048.04, Cook County, Illinois",84861
1400000US17031804805,"Census Tract 8048.05, Cook County, Illinois",103269
1400000US17031804806,"Census Tract 8048.06, Cook County, Illinois",81500
1400000US17031804807,"Census Tract 8048.07, Cook County, Illinois",99534
1400000US17031804808,"Census Tract 8048.08, Cook County, Illinois",121429
1400000US17031804809,"Census Tract 8048.09, Cook County, Illinois",99556
1400000US17031804810,"Census Tract 8048.10, Cook County, Illinois",92891
1400000US17031804901,"Census Tract 8049.01, Cook County, Illinois",122267
1400000US17031804902,"Census Tract 8049.02, Cook County, Illinois",108323
1400000US17031805001,"Census Tract 8050.01, Cook County, Illinois",135602
1400000US17031805002,"Census Tract 8050.02, Cook County, Illinois",59621
1400000US17031805105,"Census Tract 8051.05, Cook County, Illinois",65117
1400000US17031805106,"Census Tract 8051.06, Cook County, Illinois",98636
1400000US17031805107,"Census Tract 8051.07, Cook County, Illinois",70139
1400000US17031805108,"Census Tract 8051.08, Cook County, Illinois",74943
1400000US17031805109,"Census Tract 8051.09, Cook County, Illinois",97165
1400000US17031805110,"Census Tract 8051.10, Cook County, Illinois",93447
1400000US17031805111,"Census Tract 8051.11, Cook County, Illinois",64838
1400000US17031805112,"Census Tract 8051.12, Cook County, Illinois",79444
1400000US17031805201,"Census Tract 8052.01, Cook County, Illinois",102375
1400000US17031805202,"Census Tract 8052.02, Cook County, Illinois",118409
1400000US17031805301,"Census Tract 8053.01, Cook County, Illinois",85104
1400000US17031805302,"Census Tract 8053.02, Cook County, Illinois",96685
1400000US17031805401,"Census Tract 8054.01, Cook County, Illinois",99609
1400000US17031805402,"Census Tract 8054.02, Cook County, Illinois",100625
1400000US17031805501,"Census Tract 8055.01, Cook County, Illinois",147279
1400000US17031805502,"Census Tract 8055.02, Cook County, Illinois",198406
1400000US17031805600,"Census Tract 8056, Cook County, Illinois",159333
1400000US17031805701,"Census Tract 8057.01, Cook County, Illinois",157813
1400000US17031805702,"Census Tract 8057.02, Cook County, Illinois",139643
1400000US17031805801,"Census Tract 8058.01, Cook County, Illinois",138281
1400000US17031805802,"Census Tract 8058.02, Cook County, Illinois",136071
1400000US17031805901,"Census Tract 8059.01, Cook County, Illinois",103077
