,GEOID,D4A
1661,170312504004,175.69
1662,170312511004,201.17
1663,170318365001,229.33
1664,170310505003,356.74
1665,170310505004,148.86
1666,170310506001,199.83
1667,170310506002,269.57
1668,170310507001,210.56
1669,170310509001,209.21
1670,170310514002,280.29
1671,170318437002,221.28
1672,170310601001,319.19
1673,170310601003,312.48
1674,170310815002,181.05
1675,170310815003,191.78
1676,170310818003,198.49
1677,170310901003,258.84
1678,170311613003,232.01
1679,170311203001,639.71
1680,170311203002,253.47
1681,170311203003,532.42
1682,170311203005,685.31
1683,170311203006,426.48
1684,170311204002,143.5
1685,170311204003,311.14
1686,170311611002,223.97
1687,170311612002,313.82
1688,170311912001,304.43
1689,170311613004,116.68
1690,170311701001,474.76
1691,170311702001,264.2
1692,170311702002,174.35
1693,170311703001,740.3
1694,170311704002,201.17
1695,170311705002,211.9
1696,170312001003,457.32
1697,170311912002,191.78
1698,170318315002,152.89
1699,170312001002,414.41
1700,170318152001,126.07
1701,170312002001,297.73
1702,170318149003,92.54
1703,170318149004,166.3
1704,170318150002,114.0
1705,170318150003,407.7
1706,170318151001,363.44
1707,170318151003,439.89
1708,170318076001,759.07
1709,170318182004,164.96
1710,170318183004,983.04
1711,170318183001,810.04
1712,170318184011,178.37
1713,170318027011,1170.8
1714,170318028022,237.38
1715,170318028023,0.0
1716,170318028024,379.54
1717,170318044042,1067.53
1718,170318044041,830.15
1719,170318045081,1091.67
1720,170318045091,501.58
1721,170318045094,1009.86
1722,170318051116,233.35
1723,170318051121,112.65
1724,170318052011,1113.13
1725,170318052012,1086.31
1726,170318073005,431.84
1727,170318074002,317.85
1728,170318074003,360.76
1729,170318075001,0.0
1730,170318075002,0.0
1731,170318076002,531.08
1732,170318111004,107.29
1733,170318153003,285.66
1734,170318112001,559.25
1735,170318112002,317.85
1736,170318112004,540.47
1737,170318113011,430.5
1738,170318113012,637.03
1739,170318152003,301.75
1740,170318152005,303.09
1741,170318153002,446.59
1742,170318113013,494.87
1743,170318153004,249.45
1744,170318154001,417.09
1745,170318154002,230.67
1746,170318154003,303.09
1747,170318184012,704.09
1748,170318184013,869.05
1749,170318184014,792.6
1750,170318184021,572.66
1751,170318184022,718.84
1752,170318184023,584.73
1761,170318045104,752.37
1762,170318045111,295.05
1763,170318045103,482.8
1765,170318045052,1035.34
1766,170318052013,808.7
1767,170318052021,442.57
1768,170318052023,616.92
1769,170318052024,462.69
1770,170318053011,354.06
1771,170318076003,147.52
1772,170318076004,77.78
1773,170318076005,541.81
1774,170318077001,347.35
1775,170318077002,523.04
1776,170318077003,354.06
1777,170318077004,281.64
1778,170318156001,556.56
1779,170318113021,325.89
1780,170318113022,540.47
1781,170318114011,344.67
1782,170318114013,441.23
1783,170318114015,313.82
1784,170318154004,225.31
1785,170318155001,282.98
1786,170318155002,213.24
1787,170318155003,211.9
1788,170318155004,193.12
1789,170318155005,297.73
1790,170318155007,356.74
1792,170318156002,400.99
1793,170318185001,869.05
1794,170318185002,455.98
1795,170318186002,1016.57
1796,170318030052,1023.27
1798,170318030071,685.31
1799,170318030072,352.71
1802,170318046033,773.83
1803,170318053021,333.94
1804,170318053022,464.03
1805,170318054011,128.75
1806,170318054012,0.0
1807,170318054013,0.0
1808,170318078001,170.32
1809,170318078002,0.0
1810,170318079001,328.57
1811,170318079002,324.55
1812,170318114021,274.93
1813,170318114022,406.36
1814,170318114023,583.39
1815,170318119001,253.47
1816,170318119002,561.93
1817,170318119003,846.25
1818,170318156003,1088.99
1819,170318156004,320.53
1820,170318156005,394.29
1821,170318157011,883.8
1823,170318157013,399.65
1824,170318187001,517.67
1825,170318187002,50.96
1826,170318187003,323.21
1827,170318187004,156.91
1828,170318188001,0.0
1829,170318188002,319.19
1830,170318188003,698.72
1831,170318188004,399.65
1834,170318030082,642.4
1838,170318054021,0.0
1839,170318054022,0.0
1840,170318054023,237.38
1841,170318054024,0.0
1842,170318054025,305.78
1843,170318055011,438.55
1844,171978818002,354.06
1845,171978818003,119.36
1846,171978819001,240.06
1847,171978820001,254.81
1848,171978820002,205.19
1849,170313017013,175.69
1850,170318134004,335.28
1851,170316009002,186.42
1852,170313807001,387.58
1853,170314205001,0.0
1854,170312515001,174.35
1855,170318387003,163.62
1856,170318163003,391.61
1857,170317608021,494.87
1858,170310802011,103.27
1860,170314601002,299.07
1863,170318060021,317.85
1864,170311503003,293.71
1865,170311510021,280.29
1866,170312001001,336.62
1867,170312426002,160.93
1868,170318103022,335.28
1869,171978817003,1172.14
1870,171978817001,423.79
1871,171978815002,611.55
1872,170312309002,211.9
1873,170318068022,223.97
1874,170310317004,423.79
1875,170310627001,362.1
1877,170318253034,241.4
1879,170310321005,84.49
1880,170310633021,101.93
1881,170310701012,301.75
1882,170310715006,167.64
1885,170978626053,411.72
1889,170315502002,187.76
1892,170978624012,301.75
1893,170978624021,430.5
1894,170978624022,278.95
1895,170978624023,329.92
1896,170978625011,460.0
1897,170978625021,537.79
1898,170978626031,268.22
1899,170978626032,949.51
1900,170978626033,716.16
1901,170978626034,594.12
1902,170978626042,997.79
1903,170978626043,830.15
1904,170978626052,663.85
1905,170978626035,414.41
1906,170978626041,411.72
1907,170978627001,307.12
1914,170318274003,88.51
1915,170898505001,28.16
1916,170898534005,0.0
1917,170898534001,174.35
1918,170898503021,226.65
1919,170898506002,769.8
1923,170898516005,249.45
1924,170898549003,525.72
1925,170898519043,427.82
1931,170898503011,435.86
1933,170898501011,311.14
1934,170898510001,413.06
1935,170898519093,548.52
1936,170898519091,693.36
1940,171978801133,402.34
1945,171978814021,470.73
1957,171978828022,85.83
1964,171978802031,643.74
1965,171978804121,580.7
1966,171978813011,0.0
1969,171978823001,726.89
1970,171978801173,869.05
1971,171978816012,584.73
1972,171978832063,650.44
1974,171978806021,406.36
1975,171978807023,258.84
1976,171978827011,690.68
1977,171978801063,474.76
1979,171978801052,1052.78
1982,171978801062,819.42
1984,171978815001,400.99
1985,171978801072,747.0
1986,171978801073,634.35
1987,171978801091,669.22
1988,171978811071,895.87
1989,171978811113,717.5
1991,171978801092,1142.63
1994,171978801162,457.32
1995,171978801111,474.76
1996,171978801112,1031.32
2000,171978802022,945.49
2005,171978803094,718.84
2006,171978801093,620.94
2012,171118712023,1005.84
2018,171118712062,785.9
2019,171118713012,759.07
2027,171118713014,1099.72
2039,171118713073,1075.58
2040,171118716005,756.39
2041,171118716001,1084.97
2050,171118714021,796.63
2051,171118714022,797.97
2062,170438424002,579.36
2063,170438424003,171.66
2064,170438424001,347.35
2065,170438425001,205.19
2070,170438426031,1016.57
2071,170438426032,596.8
2072,170438426033,261.52
2075,170438426051,850.27
2077,170438427023,930.74
2078,170438427041,61.69
2079,170438427043,282.98
2080,170438427044,630.33
2082,170438427061,384.9
2083,170438428001,308.46
2084,170438428003,612.89
2085,170438428004,368.81
2086,170438429002,671.9
2087,170438429003,653.13
2089,170438430002,439.89
2091,170438431001,485.49
2092,170438435001,627.64
2093,170438437001,0.0
2094,170438465231,1164.09
2095,170438431002,759.07
2099,170438432004,1036.69
2102,170438434002,1198.96
2106,170438463072,989.75
2107,170438463073,736.27
2110,170438437003,924.03
2111,170438439001,278.95
2112,170438439002,838.2
2113,170438440023,295.05
2115,170978601031,862.34
2116,170978601032,1093.01
2118,170438443013,1011.2
2121,170438440022,1070.21
2122,170438440011,696.04
2123,170438441002,1178.84
2125,170438442011,544.49
2127,170438442021,907.94
2128,170438455091,681.29
2129,170438455092,655.81
2130,170438455101,551.2
2131,170438455102,488.17
2134,170978602002,59.01
2135,170978603021,281.64
2136,170978603022,450.62
2137,170438442022,643.74
2138,170438443011,706.77
2139,170438443014,384.9
2142,170978609052,160.93
2144,170978609054,229.33
2146,170438455053,936.1
2147,170438455072,945.49
2149,170438456021,861.0
2150,170438456023,938.78
2151,170438457013,466.71
2152,170978606001,69.74
2153,170438457022,205.19
2156,170978614042,567.29
2157,170438457023,1133.25
2158,170438457033,811.38
2160,170438457042,945.49
2161,170978605002,643.74
2162,170978605003,730.91
2163,170978605004,628.99
2164,170978605005,628.99
2166,170438444021,390.27
2170,170438444012,447.93
2171,170438444013,855.63
2172,170978621002,124.72
2174,170438444023,246.77
2176,170438458101,30.85
2177,170438458053,793.94
2180,170978625012,222.63
2181,170978661001,881.12
2182,170978621003,291.02
2183,170978639032,737.62
2192,170438445012,1166.77
2193,170438445013,289.68
2194,170438460043,354.06
2195,170438460021,606.19
2198,170438461052,312.48
2199,170438461051,861.0
2200,170438461061,276.27
2201,170310315021,132.77
2211,170898519101,555.22
2217,170898529051,241.4
2219,170898534004,0.0
2220,170898511021,158.25
2225,170898534003,242.74
2227,171978802023,819.42
2230,171978803073,1075.58
2236,171978809051,492.19
2237,171978806012,693.36
2238,171978807021,304.43
2248,170310314006,177.03
2251,171978815003,246.77
2254,171978828023,325.89
2255,171978832113,741.64
2264,171978819002,132.77
2267,171978812001,174.35
2268,171978816011,548.52
2270,171978821001,96.56
2271,171978822003,485.49
2274,170310312001,140.82
2275,170310313004,136.79
2276,170310315013,226.65
2277,170310608002,465.37
2278,170310315022,245.42
2279,170310321003,0.0
2280,170310621003,198.49
2281,171978831003,578.02
2283,170310404013,252.13
2284,170310402011,99.24
2285,170310609002,567.29
2286,170310620001,348.69
2287,170310631001,300.41
2288,170310315011,166.3
2289,170310608003,232.01
2290,170310315023,130.09
2291,170310321004,229.33
2292,170310321002,76.44
2293,170310619012,268.22
2294,170310619011,237.38
2295,170310619013,295.05
2296,170310621002,252.13
2297,170310621001,244.08
2298,170310633022,173.0
2299,170310620002,218.6
2300,171978805054,764.44
2301,171978805051,712.13
2302,171978805022,828.81
2303,170310632003,122.04
2304,170310632005,123.38
2305,170310632001,193.12
2306,170310633012,164.96
2307,170310633011,213.24
2308,170310634002,191.78
2309,170318033002,380.88
2310,170318026084,795.28
2311,170318026055,433.18
2312,170318026093,450.62
2313,170317114002,234.7
2316,170318237021,1054.12
2317,170318238051,780.53
2319,170312606002,126.07
2320,170312607002,131.43
2321,170312705001,140.82
2322,170312718001,257.5
2323,170312712001,245.42
2324,170312713001,124.72
2325,170312827002,199.83
2326,170317201002,469.39
2327,170317103001,374.17
2328,170317104005,107.29
2329,170317112004,0.0
2330,170317109002,552.54
2331,170317110002,311.14
2332,170438420003,0.0
2333,170317202003,346.01
2335,170438465243,1119.84
2338,170438465091,291.02
2339,170438465092,509.63
2344,170318348001,258.84
2347,170438414033,826.13
2349,170318299013,1044.73
2350,170318349002,319.19
2351,170318346004,88.51
2352,170318346003,158.25
2353,170318348003,218.6
2354,170318348002,128.75
2355,170318418001,246.77
2356,170315305033,285.66
2357,170310701011,317.85
2366,170310630002,170.32
2367,170310634001,119.36
2368,170310633023,181.05
2369,170310718001,308.46
2370,170310714002,0.0
2371,170310714004,118.02
2372,170310702002,372.83
2373,170310801005,159.59
2374,170310715005,101.93
2375,170310803004,160.93
2376,170310701023,197.14
2377,170317003013,575.34
2378,170310810003,0.0
2379,170310803002,195.8
2380,170310702003,240.06
2381,170310701022,73.76
2382,170310714003,245.42
2383,170310714001,120.7
2384,170310715001,248.11
2385,170310803003,266.88
2386,170310803001,287.0
2387,170310801001,205.19
2388,170310802012,132.77
2389,170310801004,132.77
2390,170310801006,288.34
2391,170310802021,166.3
2392,170310810004,211.9
2393,170310810006,130.09
2394,170310811002,209.21
2396,170310811001,132.77
2397,170318030121,559.25
2398,170318036064,366.13
2399,170318036054,427.82
2400,170318036063,242.74
2402,170318241081,901.23
2403,170313103001,194.46
2404,170318245071,514.99
2405,170318245072,775.17
2408,170318434001,151.55
2409,170312801001,122.04
2410,170318382001,241.4
2411,170310206011,135.45
2412,170312832001,41.57
2413,170312924002,199.83
2414,170311913012,193.12
2415,170317203003,391.61
2416,170317205002,387.58
2417,170317307002,337.96
2418,170317207002,523.04
2419,170317501003,439.89
2420,170317304003,435.86
2421,170317306002,358.08
2422,170317305004,315.16
2423,170438465183,843.56
2426,170438465173,827.47
2427,170438465113,1068.87
2432,170438453002,626.3
2433,170438425002,413.06
2435,170318285063,480.12
2438,170318293023,429.16
2439,170318294023,804.67
2440,170313018023,223.97
2441,170313018022,340.64
2442,170318044044,502.92
2443,170318030131,815.4
2446,170318047133,1145.32
2450,170438417031,768.46
2451,170438417033,705.43
2456,170438415042,1029.98
2465,170312312004,269.57
2468,170318118002,419.77
2469,170318288021,875.75
2470,170978611063,193.12
2471,170978612011,347.35
2472,170978630043,96.56
2473,170978620003,449.28
2474,170978618042,453.3
2476,170978616111,624.96
2477,170978616092,705.43
2480,170978654003,405.02
2481,170978655022,641.06
2482,170978655012,1130.56
2484,170978602001,284.32
2485,170311001003,337.96
2486,170311001004,0.0
2487,170311001001,75.1
2488,170311002001,276.27
2489,170311002002,390.27
2490,170311002003,264.2
2491,170311303001,320.53
2492,170318318002,168.98
2493,170311401002,185.07
2494,170311404001,245.42
2495,170311405001,207.87
2496,170311405002,380.88
2497,170318312001,130.09
2498,170312101002,265.54
2499,170312101003,219.94
2500,170318311001,380.88
2501,170318311004,276.27
2502,170318311003,256.15
2503,170312104001,300.41
2504,170312306004,435.86
2505,170312306006,281.64
2506,170312307002,189.1
2507,170312309003,198.49
2508,170312312001,285.66
2509,170312312003,291.02
2510,170312312005,167.64
2511,170318421006,410.38
2512,170312107002,308.46
2513,170318421002,258.84
2514,170312315001,207.87
2515,170317108002,210.56
2516,170313902002,437.21
2517,170318114012,422.45
2519,170310502001,221.28
2520,170318209014,268.22
2521,170311707001,292.36
2522,170311407012,127.41
2523,170311504012,237.38
2524,170311504021,233.35
2525,170311504013,158.25
2526,170311505011,320.53
2527,170311505012,528.4
2528,170311706002,396.97
2529,170311707002,301.75
2530,170311707003,442.57
2531,170311903003,364.78
2532,170311708003,430.5
2533,170311709001,214.58
2534,170311710002,261.52
2535,170311710003,273.59
2536,170311710005,364.78
2537,170311710006,198.49
2538,170311711002,289.68
2539,170318423001,93.88
2540,170312403001,219.94
2541,170318310001,299.07
2542,170312423001,205.19
2543,170312503001,466.71
2544,170978611062,895.87
2552,170312503003,261.52
2553,170312504002,232.01
2554,170312505001,610.21
2555,170978630031,824.79
2556,170978661002,312.48
2557,170978656002,1090.33
2558,170318306001,254.81
2559,170310202001,261.52
2560,170310204001,207.87
2561,170310204003,356.74
2562,170310206021,179.71
2563,170310207022,209.21
2564,170311801004,274.93
2565,170318316002,427.82
2566,170318316004,280.29
2567,170311901001,264.2
2568,170311902001,175.69
2569,170311903001,142.16
2570,170312106022,0.0
2571,170311904021,233.35
2572,170311904012,272.25
2573,170311904011,185.07
2574,170312429001,223.97
2575,170312108001,218.6
2576,170312109002,158.25
2577,170312203001,289.68
2578,170312203002,242.74
2579,170312205001,303.09
2580,170312206023,73.76
2581,170312426004,226.65
2582,170312427001,240.06
2583,170310301041,135.45
2584,170438418012,850.27
2585,170310207012,211.9
2586,170310208024,215.92
2587,170310208014,237.38
2588,170310208011,213.24
2589,170310208023,270.91
2590,170310304001,265.54
2591,170310302001,221.28
2592,170310302002,421.11
2593,170310302004,211.9
2594,170310603001,215.92
2595,170310629002,186.42
2596,170310604001,374.17
2597,170310604003,79.13
2598,170318319001,206.53
2599,170310626001,281.64
2600,170310627003,296.39
2601,170317112003,399.65
2604,170978616102,634.35
2605,170312210001,297.73
2606,170978616101,776.51
2607,170978616112,937.44
2609,170978615043,265.54
2610,170312211001,193.12
2611,170312211002,214.58
2612,170312213002,156.91
2613,170312214001,236.04
2614,170312216001,502.92
2615,170312216002,183.73
2616,170312410002,203.85
2617,170312423002,206.53
2618,170314106001,211.9
2619,170312413001,441.23
2620,170312414001,159.59
2621,170312414004,127.41
2622,170312415001,140.82
2623,170312415003,195.8
2624,170312421001,253.47
2625,170315501004,446.59
2626,170316502002,266.88
2627,170313107001,248.11
2628,170315906002,498.9
2629,170314303002,221.28
2630,170318155006,210.56
2631,170318194003,478.78
2632,170312916001,128.75
2633,170318053013,331.26
2635,170310717002,466.71
2636,170310304002,226.65
2637,170310305001,305.78
2639,170310305004,281.64
2642,170978615092,870.39
2643,170978615063,460.0
2644,170978615082,336.62
2646,170312608001,241.4
2647,170318128022,344.67
2648,170314402011,190.44
2649,170318316006,295.05
2650,170318105024,324.55
2651,170318049025,194.46
2652,170314604001,265.54
2653,170310602001,206.53
2655,170311404002,445.25
2656,170312433001,163.62
2657,170312434002,166.3
2658,170318423002,150.21
2659,170312502002,195.8
2660,170318045101,602.16
2661,170311908001,201.17
2662,170318421003,285.66
2663,170312226001,261.52
2664,170310309001,213.24
2666,170310512002,146.18
2667,170318074004,248.11
2668,170312410001,382.22
2669,170310713002,209.21
2670,170318093002,383.56
2671,170318276001,748.34
2673,170310703002,215.92
2674,170310704001,272.25
2675,170310704002,242.74
2676,170310704003,468.05
2677,170318318003,219.94
2678,170312215002,371.49
2679,170318072005,246.77
2680,170311607002,261.52
2681,170310604002,206.53
2682,170310404012,210.56
2683,170318246024,1023.27
2684,170317707001,238.72
2685,170312514001,181.05
2686,170318398003,317.85
2687,170318050014,586.07
2688,170317106002,179.71
2689,170314305001,134.11
2690,170318065022,253.47
2691,170311908004,370.15
2692,170311711001,282.98
2693,170318233044,548.52
2694,170318245031,285.66
2695,170316604003,413.06
2696,170315907001,311.14
2697,170315609001,476.1
2698,170318218006,264.2
2700,170318142003,256.15
2701,170313016002,229.33
2702,170318161006,236.04
2703,170318112003,615.57
2704,170318074001,489.51
2705,170317404001,257.5
2706,170316111002,266.88
2707,170318198015,993.77
2708,170314302002,328.57
2709,170312506004,233.35
2710,170312213003,308.46
2711,170318153001,213.24
2712,170314503004,276.27
2713,170314207003,249.45
2714,170318415001,222.63
2715,170318177002,417.09
2716,170318066002,96.56
2717,170318110001,610.21
2718,170318059012,287.0
2719,170318439003,154.23
2720,170318439005,73.76
2721,170310314005,185.07
2722,170319800001,615.57
2723,170310301012,160.93
2724,170311407022,93.88
2725,170978612014,1102.4
2726,170898546003,799.31
2727,170898549002,859.66
2729,170898547002,265.54
2732,170898526011,460.0
2733,170898530042,105.95
2735,170898540011,891.84
2736,170898540022,1024.62
2737,170898541001,634.35
2738,170898541002,1086.31
2742,170312515003,276.27
2743,170978615081,588.75
2744,170978618041,411.72
2745,170978630051,741.64
2746,170316202001,288.34
2747,170316202002,276.27
2748,170316203003,497.56
2749,170312515002,308.46
2750,170312516001,234.7
2751,170312516002,433.18
2752,170312516003,122.04
2753,170318314001,142.16
2754,170312607001,211.9
2755,170318272004,517.67
2757,170312838002,337.96
2758,171978829002,418.43
2759,171978822004,351.37
2762,170318419002,128.75
2763,170312838001,173.0
2764,171978838032,725.55
2770,170315501005,179.71
2771,170315502001,722.86
2772,170315601001,386.24
2773,170316204003,202.51
2775,171978801142,578.02
2776,170316304001,211.9
2777,170316203004,236.04
2778,170316203005,358.08
2779,170316204001,214.58
2780,170316204002,223.97
2781,170316204004,209.21
2782,170316304002,215.92
2783,170316301001,77.78
2784,170316302001,163.62
2785,170316303002,331.26
2786,170316304003,211.9
2787,170318430001,237.38
2788,170318429004,148.86
2789,170318386002,135.45
2790,170318386001,234.7
2791,170313904002,160.93
2792,170318361001,384.9
2793,170313905001,343.33
2794,170313906001,352.71
2795,170313906002,303.09
2796,170313907002,198.49
2797,170318361003,335.28
2798,170314803001,295.05
2799,170318361002,195.8
2800,170314801001,257.5
2801,170314802001,202.51
2802,170314803002,207.87
2803,170314804001,548.52
2804,170315602002,288.34
2805,170314804002,364.78
2806,170314804003,201.17
2807,170314804004,109.97
2808,170314804005,301.75
2809,170315602001,697.38
2810,170315604001,227.99
2813,171978812004,0.0
2820,171978822002,489.51
2821,171978819004,229.33
2823,170978617023,198.49
2825,170978609041,1090.33
2827,170978622001,207.87
2830,170978627003,185.07
2831,170978615071,936.1
2832,170978612022,822.11
2833,170310625001,202.51
2836,170318025042,801.99
2837,170312002003,183.73
2838,170310206013,85.83
2839,170318067002,612.89
2840,170310505001,276.27
2841,170310817001,154.23
2842,170310314004,46.94
2843,170310402023,356.74
2844,170318092003,254.81
2845,170310309002,269.57
2846,170318283001,159.59
2847,170318278043,620.94
2848,170318085002,505.6
2849,170310308003,319.19
2850,170310710002,205.19
2851,170312411001,126.07
2852,170317705002,237.38
2853,170312227001,252.13
2855,170318247022,241.4
2856,170318267001,513.65
2857,170318231013,434.52
2858,170316501002,240.06
2859,170318304002,1178.84
2861,170318264022,783.21
2863,170316501004,217.26
2864,170317304004,291.02
2866,170316716002,229.33
2867,170315610005,441.23
2868,170317108005,33.53
2869,170310403001,328.57
2870,170310603002,218.6
2871,170312302001,202.51
2873,170318279011,572.66
2875,170318117011,0.0
2878,170313108001,142.16
2879,170318235003,227.99
2880,170317401003,226.65
2881,170315609002,418.43
2882,170316910004,249.45
2883,170316708001,380.88
2884,170318142004,44.26
2885,170314903002,264.2
2886,170317107003,238.72
2887,170315807003,277.61
2888,170318220005,502.92
2889,170316806001,363.44
2890,170318139005,270.91
2891,170316309001,225.31
2892,170318196001,37.55
2893,170314913001,460.0
2894,170315806004,277.61
2895,170316117002,109.97
2896,170317114003,285.66
2897,170316203001,217.26
2898,170311708002,504.26
2899,170312521022,170.32
2900,170318176003,241.4
2901,170314205002,154.23
2902,170314802002,280.29
2903,170318131002,217.26
2904,170317708001,364.78
2905,170311503004,245.42
2906,170318062021,116.68
2907,170318112005,0.0
2910,170314203001,128.75
2911,170318183002,276.27
2912,170318182003,347.35
2913,170318398001,297.73
2914,170312513003,236.04
2915,170311908005,174.35
2916,170314004002,197.14
2917,170318109001,209.21
2920,170311906023,328.57
2922,170317105003,441.23
2923,170316118002,328.57
2924,170316119002,474.76
2925,170316910002,225.31
2926,170318172003,152.89
2927,170318363002,379.54
2928,170318057012,253.47
2929,170318107023,217.26
2930,170318051071,724.2
2931,170312511003,194.46
2933,170311504022,221.28
2934,170318312003,211.9
2935,170313302001,186.42
2936,170318028021,370.15
2938,170318060033,265.54
2952,170316111001,158.25
2953,170316811003,297.73
2954,170317102001,234.7
2955,170318194001,631.67
2956,170314913004,234.7
2961,170311510012,246.77
2962,170312306005,174.35
2963,170310611001,146.18
2964,170318074005,430.5
2967,170318168001,400.99
2969,170314908005,238.72
2970,170313504001,398.31
2971,170312521021,207.87
2972,170313108002,147.52
2973,170318134005,382.22
2974,170316909002,183.73
2975,170318109004,281.64
2976,170318060025,238.72
2977,170318035001,859.66
2978,170311911006,328.57
3007,171978801071,936.1
3011,170438451003,628.99
3012,170438451004,822.11
3013,170438453001,948.17
3019,170438463051,155.57
3020,170438463052,775.17
3021,170438463081,866.36
3022,170438463111,619.6
3023,170438417062,356.74
3030,170438418011,729.57
3031,170438418013,991.09
3035,170438421003,167.64
3036,170438422001,505.6
3037,170438422002,146.18
3038,170438423001,1143.98
3039,170438420002,910.62
3040,170438423002,1182.87
3041,170438465041,744.32
3042,170438465044,1207.0
3044,170978654002,155.57
3046,170978625022,512.31
3047,170978620004,524.38
3048,170978613011,810.04
3049,170978609032,559.25
3050,170978603023,537.79
3054,170978626051,284.32
3055,170978657002,823.45
3056,170978623001,218.6
3057,170978627002,325.89
3058,170978655021,248.11
3059,170978603012,84.49
3060,170978645201,826.13
3061,170978605001,207.87
3063,170438446021,536.45
3065,170438446023,1196.28
3066,170438447013,203.85
3067,170438447012,881.12
3069,170438461021,288.34
3070,170438461032,883.8
3071,170438461033,465.37
3077,170978604001,1027.3
3079,170978602003,584.73
3081,170978604002,1034.0
3082,170978649033,824.79
3083,170978614043,657.15
3087,170438448021,441.23
3088,170438450002,564.61
3089,170438450003,403.68
3090,170438450004,524.38
3095,170978609051,649.1
3096,170978609033,842.22
3098,170318381001,139.48
3099,170313802002,274.93
3101,170438457034,429.16
3102,170438457024,614.23
3106,170978620002,519.01
3108,170978649041,543.15
3109,170898519083,1137.27
3116,170978658012,333.94
3117,170978658013,630.33
3118,170978658021,319.19
3119,170978658022,760.42
3120,170978623003,136.79
3122,170978649012,708.11
3132,170898526014,1047.41
3133,170898526015,258.84
3134,170898526012,755.05
3135,170898526061,718.84
3136,170898527005,532.42
3141,170898529072,470.73
3142,170898530082,1204.33
3143,170898529071,614.23
3145,170898530053,254.81
3147,170978603011,95.22
3148,170898539005,447.93
3150,170898529053,95.22
3151,170898530011,1137.27
3152,170898530081,826.13
3153,170898530063,356.74
3154,170898530051,940.13
3155,170898530052,312.48
3157,170898546002,187.76
3158,170898534002,615.57
3159,170898532001,262.86
3160,170898532003,819.42
3161,170898533001,769.8
3162,170898533002,808.7
3163,170898533003,981.7
3164,170898535003,502.92
3165,170898534006,0.0
3166,170898535001,418.43
3167,170898535002,446.59
3168,170898547001,603.5
3169,170898536001,320.53
3170,170898536004,291.02
3171,170898547003,287.0
3172,170898540021,309.8
3173,170898539001,215.92
3174,170898539002,450.62
3175,170898539004,435.86
3177,170898540013,313.82
3181,170898503012,682.63
3182,170898503013,433.18
3185,170898543013,696.04
3187,170898544001,356.74
3188,170898544002,528.4
3191,170898545011,755.05
3199,170310815001,171.66
3200,170310810005,46.94
3201,170310306043,178.37
3202,170310301023,213.24
3203,170310812011,281.64
3204,170310816001,135.45
3205,170310813006,73.76
3206,170310813004,81.81
3207,170310814012,221.28
3208,170310814011,213.24
3209,170311403011,114.0
3210,170311003002,96.56
3211,170317608033,417.09
3212,170311105014,305.78
3213,170310814033,173.0
3214,170310633031,158.25
3215,170310812013,287.0
3216,170310813005,277.61
3217,170310813001,268.22
3218,170310813002,274.93
3219,170314314004,207.87
3220,170313201003,252.13
3221,170318390003,175.69
3222,170314307002,26.82
3223,170314101002,199.83
3224,170314109002,202.51
3225,170313903001,191.78
3227,170313511002,264.2
3233,170318255034,252.13
3234,170313106003,175.69
3235,170318255035,839.54
3237,170318255012,591.43
3238,170318258034,663.85
3239,170313018012,496.21
3240,170315702001,270.91
3241,170313105001,304.43
3243,170316006002,138.14
3244,170313204001,99.24
3245,170313302002,278.95
3246,170312206012,308.46
3248,170317402004,371.49
3249,170317402003,602.16
3250,170317403002,380.88
3251,170317404004,451.96
3252,170317506004,433.18
3253,170317505003,253.47
3254,170317505004,520.35
3256,170438402023,780.53
3258,170438408021,658.49
3260,170318325001,179.71
3261,170438426011,729.57
3264,170438465102,718.84
3265,170438465172,92.54
3266,170438465171,693.36
3269,170438436013,407.7
3271,170438427063,1023.27
3272,170438439003,1123.86
3273,170438438001,185.07
3275,170438461042,1186.89
3276,170438435003,686.65
3279,170310209021,356.74
3280,170310203013,227.99
3281,170310203023,48.28
3282,170318319002,258.84
3283,170318320001,215.92
3284,170310701013,223.97
3285,170318240032,1080.94
3288,170318241142,1138.61
3289,170318241163,202.51
3290,170313301003,186.42
3294,170318011003,261.52
3295,170318013001,293.71
3296,170318049011,427.82
3297,170318049012,264.2
3298,170318049013,718.84
3299,170311406022,525.72
3300,170311406011,193.12
3301,170311606012,237.38
3302,170311504014,229.33
3303,170311505022,140.82
3304,170312105011,221.28
3305,170312105021,305.78
3306,170312207011,312.48
3307,170312106012,323.21
3308,170312212001,237.38
3309,170312206021,348.69
3310,170312206024,112.65
3311,170312209012,363.44
3312,170313511001,319.19
3313,170318392003,234.7
3314,170313501002,304.43
3315,170313012003,273.59
3316,170312420003,115.34
3317,170313007003,292.36
3318,170313009003,341.99
3319,170312105023,178.37
3321,170318429002,186.42
3322,170310816002,84.49
3323,170310812021,308.46
3324,170313814001,218.6
3327,170318037024,823.45
3328,170318051053,789.92
3334,170318300073,965.61
3335,170313406001,261.52
3336,170313514001,405.02
3337,170313801001,343.33
3338,170313812002,109.97
3339,170311505013,273.59
3341,170313907001,355.4
3342,170314003001,237.38
3344,170317707002,477.44
3345,170310802022,100.58
3346,170311504023,316.5
3347,170311407021,325.89
3348,170311605022,219.94
3349,170311606023,262.86
3350,170311913021,164.96
3351,170312209021,281.64
3352,170312209022,335.28
3358,170438465101,663.85
